"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1852055992630120937","Thu Oct 31 19:10:39 +0000 2024","0","kemudian terjadi lah pandemic COVID-19 yang membuat aku libur selama 2 minggu. Dan akhirnya aku bisa rehat sejenak aku bisa heal aku lebih merhatiin diriku aku juga sadar bahwa aku udah masuk ke tahap depresi berat karena pada saat itu TB dan BB ku ga naik..","1852065666880409830","","Adoringlyou","in","","0","1","0","https://x.com/undefined/status/1852065666880409830","1562810856261709825",
"1852063210561769968","Thu Oct 31 19:00:53 +0000 2024","0","jam jam2 depresi anjng","1852063210561769968","","","in","","0","0","0","https://x.com/undefined/status/1852063210561769968","1506426724992487427",
"1852055992630120937","Thu Oct 31 19:00:52 +0000 2024","0","gimana ga mati hatiku disayat demikian setiap harinya. Aku cuman bisa doa setiap malem biar dendam ku ke mereka dihilangkan biar ga makin stress biar hatiku tetep tenang walaupun sebenernya aku udah depresi pada saat itu. Pikiran aku pada saat itu cuman pengen semuanya berakhir","1852063203414745419","","Adoringlyou","in","","0","1","0","https://x.com/undefined/status/1852063203414745419","1562810856261709825",
"1852055992630120937","Thu Oct 31 18:52:42 +0000 2024","0","dulu si mana mungkin aku kepikiran 'alasan aku dibully'. Aku setiap hari cuman bisa nahan diri gimana caranya aku ngga gila dan ngga depresi. Aku menolak sadar kalo aku udah masuk ke tahap lain. Aku baru inget kalo aku dulu sering speak up tentang diri ku yang kena bullying--","1852061150722330739","","Adoringlyou","in","","0","1","0","https://x.com/undefined/status/1852061150722330739","1562810856261709825",
"1852057618262692107","Thu Oct 31 18:38:40 +0000 2024","0","damn depresi berat","1852057618262692107","","","in","","0","0","0","https://x.com/undefined/status/1852057618262692107","1506426724992487427",
"1852055708407390483","Thu Oct 31 18:31:05 +0000 2024","0","buat bisa ikut Test Sertifikatnya lagi nunggu 14 hari + ttp harus berlangganan Data Camp KEK YA ALLAH ASTAGFIRULLAH DEPRESI BANGET NGABISIN WAKTU NGERJAIN TAPI GA DA HASILNYA BEGINI WKWK","1852055710290579973","","Restkand","in","","0","1","0","https://x.com/undefined/status/1852055710290579973","1197373765430046725",
"1851844317880684991","Thu Oct 31 18:19:23 +0000 2024","0","@txtdommm Kurir hebat sudah bangkit dr depresi","1852052766346379516","","txtdommm","in","","0","0","0","https://x.com/undefined/status/1852052766346379516","1475793090820509698",
"1852048466824040914","Thu Oct 31 18:18:32 +0000 2024","0","@marboriceburst biasa melakukan adegan orang dewasa (depresi)","1852052551228887330","","marboriceburst","in","","0","1","0","https://x.com/undefined/status/1852052551228887330","1119280515809284096",
"1852051647809360272","Thu Oct 31 18:14:56 +0000 2024","0","Orang kebanyakan ngomong bundir giliran dibecandain bundir kenapa marah2 sih sebenernya depresi apa cuma emosi? Herman aku","1852051647809360272","","","in","","0","0","0","https://x.com/undefined/status/1852051647809360272","1547077736749219840",
"1852047393631670403","Thu Oct 31 17:58:04 +0000 2024","1","Segala hal tanpa disadari karena sesama org depresi . Kadang jg org kantor ga ngerti sama bercandaan kita sangking jokesnya udh internal dan halu. Apa kita periksa ke RSJ bareng2 aja ya sekalian??? ","1852047399424004229","","tutularas","in","","0","0","0","https://x.com/undefined/status/1852047399424004229","1628476118763462656",
"1852047393631670403","Thu Oct 31 17:58:03 +0000 2024","1","ke Pskiater karena gw mengidap anxiety disoder. Baru 2 minggu yg lalu temen gw si A periksa ke dokter dan dirujuk jg ke pskiater karena mengidap bipolar. Nah tmn gw si W kita bujuk utk periksa ke dokter siapa tau depresi juga. Gw curiga jgn2 kita bisa temenan nyambung dlm","1852047396051783749","","tutularas","in","","0","1","0","https://x.com/undefined/status/1852047396051783749","1628476118763462656",
"1851972593269846240","Thu Oct 31 17:54:51 +0000 2024","0","@txtdaritng Jangan dibiarin mati pls bikin dia ngerasa bersalah ampe depresi","1852046593165611070","","txtdaritng","in","","0","0","0","https://x.com/undefined/status/1852046593165611070","1117092418321436672",
"1852046237668913502","Thu Oct 31 17:53:27 +0000 2024","1","Moody. Nangis minum obat depresi. Ngomong mau meninggal mulu https://t.co/Kwmiz8nZPi","1852046237668913502","https://pbs.twimg.com/media/GbPKO66agAA8loc.jpg","","in","","0","0","0","https://x.com/undefined/status/1852046237668913502","1607065525502476289",
"1852045490336206873","Thu Oct 31 17:50:28 +0000 2024","0","ganti pp krn udh bahagia gk depresi lgi ","1852045490336206873","","","in","","0","0","0","https://x.com/undefined/status/1852045490336206873","1224925428155990016",
"1851822673862533225","Thu Oct 31 17:39:15 +0000 2024","0","@kochengfs Kucingku sempat depresi +- seminggu after adik perempuannya meninggal. Alhamdulillah skrg sudah menikmati jadi anak tunggal walaupun kadang kasihan suka merenung dia kalau saya dan suami kerja dari pagi sampe malem. Tiap ninggalin dia pagi-pagi mukanya kayak sedih. https://t.co/BwvCE0UG3d","1852042667661942874","https://pbs.twimg.com/media/GbPG_HKakAUS_c0.jpg","kochengfs","in","","0","0","0","https://x.com/undefined/status/1852042667661942874","60230686",
"1852041188121223617","Thu Oct 31 17:33:23 +0000 2024","0","cuman ingin hidup makmur aja tapi sulit. Stres berat depresi berat","1852041188121223617","","","in","","0","0","0","https://x.com/undefined/status/1852041188121223617","1706996589473193984",
"1852037317948772802","Thu Oct 31 17:18:00 +0000 2024","0","gemeter deg-degan itu jalanan yang hari2 bikin gue depresi dan kejadian truk setan ini bikin gue ngerasa seolah terhempas ","1852037317948772802","","","in","","0","1","0","https://x.com/undefined/status/1852037317948772802","844875394687746048",
"1852032647335186903","Thu Oct 31 17:05:37 +0000 2024","1","@mfs_ub depresi tapi berjuang untuk tetap hidup","1852034201710657548","","mfs_ub","in","","0","0","0","https://x.com/undefined/status/1852034201710657548","1310088440982040577",
"1852033874471137397","Thu Oct 31 17:04:19 +0000 2024","2","thanks and praises to Allah Alhamdulillah sampe sekarang masih hidup walopun banyak lika likunya. banyak masalahnya. banyak stress nya hampir depresi. Tapi alhamdulillah masih diberi waktu buat hidup ngelihat orang yg gw sayangi senyum.","1852033874471137397","","","in","","0","0","0","https://x.com/undefined/status/1852033874471137397","1586336691500945408",
"1852031957435121845","Thu Oct 31 16:56:42 +0000 2024","0","jam jam mulai depresi","1852031957435121845","","","in","","0","3","0","https://x.com/undefined/status/1852031957435121845","779295274904670208",
"1852031279803314541","Thu Oct 31 16:54:00 +0000 2024","0","merayakan stress dan depresi kita dengan framing seseorang","1852031279803314541","","","in","","0","0","0","https://x.com/undefined/status/1852031279803314541","1603331437469761536",
"1852009367136276674","Thu Oct 31 16:47:31 +0000 2024","0","@jjalty_lab @depresi_aneh Ape ni man","1852029646008729607","","pwakosJ","in","","0","0","0","https://x.com/undefined/status/1852029646008729607","1009839466964385794",
"1852008692172099919","Thu Oct 31 16:42:20 +0000 2024","0","@podopedia Kotak kuning bang Robert Enke Kode: 10-11-2009 yang biasa menjaga gawang dari kebobolan tapi tak bisa menjaga dirinya dari depresi yang dialaminya dari tahun 2003 depresi yg telah berlangsung lama itu merenggut semangat hidupnya membuat dirinya menabrakkan dirinya ke kereta.","1852028343199105351","","podopedia","in","","0","0","0","https://x.com/undefined/status/1852028343199105351","1314629183482388480",
"1852023380045893666","Thu Oct 31 16:32:23 +0000 2024","0","@tealnmagenta TWINS . TWINS TWINS hmmm apakah bisa bikin kalo ternyata yang satu lost soul dan yang satu setan depresi and they are doomed from the start and it s written in the stars ..","1852025836980858931","","tealnmagenta","in","","0","1","0","https://x.com/undefined/status/1852025836980858931","1286620731237756929",
"1852025156233036226","Thu Oct 31 16:29:40 +0000 2024","1","hadu bisa depresi gwe kgn bangtansus anjg w pengen ngeliat video-videonya lagi w pengen ngerasain nostalgia plis i knoww i know i know pasti ada tu satu video yang w cari cari dari lama","1852025156233036226","","","in","","0","0","0","https://x.com/undefined/status/1852025156233036226","1551552792342409223",
"1852021541560860857","Thu Oct 31 16:15:19 +0000 2024","0","pokoknya kalo ke play lagunya BMTH yg Drown langsung skip. masih agak kesel gara² pernah booming dipake buat backsound vt bocah² sok depresi.","1852021541560860857","","","in","","0","0","0","https://x.com/undefined/status/1852021541560860857","300741255",
"1852008692172099919","Thu Oct 31 16:14:45 +0000 2024","0","@podopedia Kotak kuning. Robert Enke lahir pada 24 Agust 1977 &amp; wafat pada 10 Nov 2009. Enke mengalami depresi sejak membela Barcelona pada 2003. Sempat ke psikoterapis namun pada 2006 anaknya meninggal krn gagal jantung hingga Enke bunuh diri dgn menabrakkan diri ke kereta di Neustadt","1852021401445875846","","podopedia","in","","0","1","0","https://x.com/undefined/status/1852021401445875846","137426807",
"1852016228392669590","Thu Oct 31 16:14:19 +0000 2024","0","Anxiety dan Depresi menurut persentase penduduk bahwa negara ASEAN tertinggi berada pada Malaysia Kamboja FIlipina Laos Myanmar sama Timor Leste. Sementara Indonesia berada di paling bawah dan menurut pola garisnya ga ada turun naik. #DataChallengeOktober https://t.co/AZ6eUMJt3E","1852021291697778932","https://pbs.twimg.com/media/GbOzgT2aAAAmcoj.jpg","HendryLian","in","","0","1","0","https://x.com/undefined/status/1852021291697778932","1050363426357174272",
"1852008692172099919","Thu Oct 31 16:13:27 +0000 2024","0","@podopedia XXGUESSXXGUESSXXXX Kotak kuning Robert enke death 10 Nov 2009 Sang kiper mengakhiri hidupnya sendiri dengan menabrakkan mobilnya kepada kereta cepat di perlintasan kereta api Neustadt am Rubenberge. Depresi diduga kuat menjadi alasan Enke mengakhiri hidupnya","1852021075439423793","","podopedia","in","","0","0","0","https://x.com/undefined/status/1852021075439423793","1546387936467628032",
"1852013679862255961","Thu Oct 31 16:13:12 +0000 2024","1","@puntenpakett_ wkwkkw bener bgt plis dulu aku sempet depresi pas skripsian tp aku masih bisa tidur dengan nyenyak. skrg boro2 tidur nyenyak tidur 3-4jam perhari aja udh alhamdulillah apalagi kalau lg ngurus newborn wkwk","1852021012067762331","","puntenpakett_","in","","0","1","0","https://x.com/undefined/status/1852021012067762331","1129587922653462528",
"1852020198771225059","Thu Oct 31 16:09:58 +0000 2024","0","BRMEGSEEEKKKK AGENSI BRENGSEEEEEEKKKKKKKKKKKKKKK pokonya kalo gw depresi gw akan brengsek2in agensinya krn the boys didn't deserves di brengsek2in","1852020198771225059","","","in","","0","0","0","https://x.com/undefined/status/1852020198771225059","1363095927938969602",
"1852020143985168885","Thu Oct 31 16:09:45 +0000 2024","0","Bojoku tak budalno nak jepang aku tak mancing garitel babon resik-resik omah ambe nulis sajak-sajak depresi","1852020143985168885","","","in","","0","1","0","https://x.com/undefined/status/1852020143985168885","2933422819",
"1852014369145827834","Thu Oct 31 16:05:48 +0000 2024","0","toh kalian juga gak pernah melakukan apapun saat aku depresi. kalian tertawa saat memandangku dari jauh karena responku memuaskan hasrat kebenaran kalian kan? sejujurnya aku muak. aku bisa saja menulis namanya dan aku katakan saat itu aku merasa muak.","1852019146567176311","","royyana1304971","in","","0","1","0","https://x.com/undefined/status/1852019146567176311","1329190524897558530",
"1852014369145827834","Thu Oct 31 16:03:31 +0000 2024","0","kan aku sudah bilang jangan berantem aku menyadari wajar dia begitu karena punya gejala depresi dan ketergantungan aku menerima fakta itu. dan aku membelanya. bukan karena menyukainya tapi aku yang memulai masalahnya jangan dipermalukan","1852018572530454908","","royyana1304971","in","","0","1","0","https://x.com/undefined/status/1852018572530454908","1329190524897558530",
"1852018291201712276","Thu Oct 31 16:02:24 +0000 2024","0","Nyam nyam rasanya seperti balik depresi️","1852018291201712276","","","in","","0","0","0","https://x.com/undefined/status/1852018291201712276","1491167829265362945",
"1852014369145827834","Thu Oct 31 16:02:11 +0000 2024","0","aku paling benci momen itu momen setelah wisuda dimana semua orang menyalahkan satu sama lain kalian tau kenapa aku begitu depresi? meski kalian merasa bangga karena tidak menyakitiku tindakan kalian justru membuat aku mual. kenapa melakukan sesuatu di luar kemauanku?","1852018236482822163","","royyana1304971","in","","0","1","0","https://x.com/undefined/status/1852018236482822163","1329190524897558530",
"1852014087426978251","Thu Oct 31 15:58:09 +0000 2024","0","Mis: Orang2 dengan depresi yang sadar kok gua jadi cepet capek yaa kok gua jadi males makan yaa Orang2 dengan generalized anxiety yang ngerasa kayak ada smth wrong tapi gatau apa level kesadaran diri nya (tilikan/insight) memang beda2 sih tapi mereka sadar smth wrong","1852017223973675315","","Ethanasia_NoU","in","","0","1","0","https://x.com/undefined/status/1852017223973675315","96170265",
"1851986278016790691","Thu Oct 31 15:57:45 +0000 2024","22","@WEBCOMICFESS BACA INI GUYS FREE NO TIKET TUNGGUAN DI TAPAS. FL dikirim ke pulau terpencil karena kena tuduhan kasus pembunuhan. Disana dia ketemu ML yg depresi. Seiring berjalannya waktu hubungan mereka berkembang. Singkatnya begitu sisany baca sendiri https://t.co/5qv4dCTHa2","1852017123427782743","","WEBCOMICFESS","in","","0","0","1","https://x.com/undefined/status/1852017123427782743","1160816465072644096",
"1852016848331792625","Thu Oct 31 15:56:40 +0000 2024","0","depresi dikit langganan bbl nyehh https://t.co/6Ggldts1YP","1852016848331792625","https://pbs.twimg.com/media/GbOvgI8bQAAW6Dc.jpg","","in","","0","0","0","https://x.com/undefined/status/1852016848331792625","1787366940878802944",
"1851973689790611641","Thu Oct 31 15:54:22 +0000 2024","0","@urfavgoldlaner @convomf bgtt mungkin tanpa support sm nasehat mereka gw udh depresi","1852016272776794238","","urfavgoldlaner","in","","0","0","0","https://x.com/undefined/status/1852016272776794238","1414593112526049287",
"1852016263742263441","Thu Oct 31 15:54:20 +0000 2024","2","Muka udh kek org depresi bgt anj ingpo sugar daddy terpercaya no fek fek ","1852016263742263441","","","in","","0","8","0","https://x.com/undefined/status/1852016263742263441","1808056676186312704",
"1852016038667579428","Thu Oct 31 15:53:27 +0000 2024","0","Nah ini kejadian bgt sama temen gue. Cowok yg kyk gini nih yg bisa bikin cewek depresi. Moga jodoh gue bukan cowok patriarki","1852016038667579428","","","in","","0","0","0","https://x.com/undefined/status/1852016038667579428","1558775026018488322",
"1851987915913433523","Thu Oct 31 15:44:08 +0000 2024","0","@NizuPages mudah depresi","1852013697910346121","","NizuPages","in","","0","0","0","https://x.com/undefined/status/1852013697910346121","1398637466920181766",
"1852013187878785449","Thu Oct 31 15:42:07 +0000 2024","0","mengawali bulan november dengan depresi","1852013187878785449","","","in","","1","0","0","https://x.com/undefined/status/1852013187878785449","1476613321839181826",
"1852010355222024619","Thu Oct 31 15:34:30 +0000 2024","0","@bbbbluwbrry RIL NJIR DEPRESI","1852011271228674104","","thatsotrrue","in","","0","0","0","https://x.com/undefined/status/1852011271228674104","1662115108389269505",
"1852010845682962853","Thu Oct 31 15:32:48 +0000 2024","0","GW HARI INI GAK MOOD NGAPA2 IN TRUS EXCITED NONTON LFCT TRUS MAKIN DEPRESI","1852010845682962853","","","in","","0","0","0","https://x.com/undefined/status/1852010845682962853","1048864340080619522",
"1852004252178354222","Thu Oct 31 15:18:41 +0000 2024","0","@bugzzbunnyz1945 @erlanishere Ada satu tentara IDF depresi karena membunuh banyak orang Palestina. Biarkan dia depresi dan menerima hawa gak baik karena membunuh orang gak berdosa. Insting manusia itu tidak membunuh.","1852007289143861539","","bugzzbunnyz1945","in","","0","0","0","https://x.com/undefined/status/1852007289143861539","1363010021013921797",
"1852006946594840662","Thu Oct 31 15:17:19 +0000 2024","1","cowokku cuek malam ini aku depresi skrg","1852006946594840662","","","in","","0","1","0","https://x.com/undefined/status/1852006946594840662","1206918493372743680",
"1852003301715517941","Thu Oct 31 15:10:38 +0000 2024","0","@ravenizira depresi kali weh dengerin fuyu no hanashi","1852005265996157242","","rvnzraa","in","","0","1","0","https://x.com/undefined/status/1852005265996157242","1801218041050800128",
"1851844317880684991","Thu Oct 31 15:10:35 +0000 2024","0","@txtdommm wwkwk kenapa bisa depresi gtu si","1852005251886518483","","txtdommm","in","","0","0","0","https://x.com/undefined/status/1852005251886518483","1465263844989673481",
"1852004990648570045","Thu Oct 31 15:09:33 +0000 2024","0","aw ak abs buat slh satu background story karakterku yg gay n depresi","1852004990648570045","","","in","","0","0","0","https://x.com/undefined/status/1852004990648570045","1603395668147585026",
"1852004704706068760","Thu Oct 31 15:08:24 +0000 2024","0","Udahan yak gua lanjut depresi","1852004704706068760","","","in","","0","1","0","https://x.com/undefined/status/1852004704706068760","1720647158188400640",
"1851987407836713478","Thu Oct 31 15:07:37 +0000 2024","0","@B3doel___ sedih banget sampe depresi agus","1852004505459790087","","B3doel___","in","","0","0","0","https://x.com/undefined/status/1852004505459790087","1182260604288913409",
"1852004192053006515","Thu Oct 31 15:06:22 +0000 2024","0","minimal si supir ditusuk matanya satu betis sebelah kanan nya disiram air raksa cabutin bulu mata nya satu-satu buat dia depresi sampe mau bundir tapi gak bisa-bisa punggung nya disetrika lobang pantat nya sundut roko suruh melototin muka gibran selama dua jam tanpa kedip","1852004192053006515","","","in","","0","0","0","https://x.com/undefined/status/1852004192053006515","1079353505842835456",
"1852004084234227801","Thu Oct 31 15:05:56 +0000 2024","1","depresi berat mau bundir","1852004084234227801","","","in","","0","2","0","https://x.com/undefined/status/1852004084234227801","1819307169973784576",
"1852003449904496804","Thu Oct 31 15:03:25 +0000 2024","0","hdh ni tweet gw berasa dua kepribadian anjir dr depresi tb2 bahas txt ","1852003449904496804","","","in","","0","0","0","https://x.com/undefined/status/1852003449904496804","1163775157141250049",
"1852003371458400375","Thu Oct 31 15:03:06 +0000 2024","0","depresi ampe tanggal 13","1852003371458400375","","","in","","0","0","0","https://x.com/undefined/status/1852003371458400375","1696916724933906432",
"1852001340870062330","Thu Oct 31 14:55:02 +0000 2024","0","Please jangan mati dulu cepet banget siksa dunianya.. bang semoga lo panjang umurrrrr pas sembuh lo dipenjara keluar penjara lo dihina2 diinjek2. Lo bakal dihantuin sama korban2 lo. Lo pengen mati tp lo sehat terus.. ampe lo depresi trus lo mau b*nd*r tapi gagal terus..","1852001340870062330","","","in","","0","0","0","https://x.com/undefined/status/1852001340870062330","1275747987507953664",
"1851999356699972065","Thu Oct 31 14:54:29 +0000 2024","0","@ayelsigma HHHHHHHHH DEPRESI GW","1852001203070341592","","rinbokem","in","","0","1","0","https://x.com/undefined/status/1852001203070341592","1142755631364886528",
"1851999055519584693","Thu Oct 31 14:46:48 +0000 2024","0","(Opini bocah depresi 24tahun setelah melakukan lapor pajak membayar cicilan dan makan malam)","1851999269387129047","","Al0manipenjahat","in","","0","1","0","https://x.com/undefined/status/1851999269387129047","1435591400603590665",
"1851997638041964613","Thu Oct 31 14:40:20 +0000 2024","0","udah dr 2019 tidak berubah dulu 2017 keknya masih enfp lalu depresi &amp; berubah jd i wkwk","1851997641854669217","","sorantares","in","","0","0","0","https://x.com/undefined/status/1851997641854669217","1686806133267398656",
"1851997436971205059","Thu Oct 31 14:39:32 +0000 2024","0","info ngantemi bot di ml alias lo semua KONTOL. kalo gabisa main jangan login puki depresi gua babi. moonton pepek juga ngasih tim kagak jls bgt.","1851997436971205059","","","in","","0","0","0","https://x.com/undefined/status/1851997436971205059","1688392311053639681",
"1851994490942427297","Thu Oct 31 14:30:30 +0000 2024","0","@xyzavuz depresi","1851995165369733583","","xyzavuz","in","","0","1","0","https://x.com/undefined/status/1851995165369733583","1816836436840361984",
"1851993047778890009","Thu Oct 31 14:27:01 +0000 2024","0","@onyourjakey bener lagu iland masuk spo cuma 3 bjirrrr [depresi]","1851994288890221026","","onyourjakey","in","","0","0","0","https://x.com/undefined/status/1851994288890221026","1799237512633950208",
"1851992543074095190","Thu Oct 31 14:20:05 +0000 2024","0","KELAKUAN 2024 Jan - cabut gigi Feb - jadi moa Mar - dpt kerja kontrak cuma 1 bln Apr - dipecat (kontrak ga diperpanjang) Mei - nganggur Juni - cari kerja Juli - interview kerja ga lolos Ags - interview kerja ga lolos Sep - stres depresi Okt - berdamai sama keadaan","1851992543074095190","","","in","","0","0","0","https://x.com/undefined/status/1851992543074095190","2385176773",
"1851844317880684991","Thu Oct 31 14:11:25 +0000 2024","0","@txtdommm Keren ya sehari lgsg bangkit dr depresi wkwk","1851990363940229581","","txtdommm","in","","0","0","0","https://x.com/undefined/status/1851990363940229581","1349237124789272581",
"1851988777243414588","Thu Oct 31 14:05:07 +0000 2024","0","apa emang gw kalo mau ultah tuh hrs depresi dl sih heran gw","1851988777243414588","","","in","","0","0","0","https://x.com/undefined/status/1851988777243414588","1603392955376623620",
"1851960207410331869","Thu Oct 31 14:02:47 +0000 2024","0","@hitmelikeanexpl PDD DIJAMIN KAMU AKAN KETERIMA SEMUA KEPANITIAAN PDD FOREVER CINTA PDD HIDUP MATI PDD PDD MEMBUAT MAHASISWA MENJADI PRIBADI YANG KRITIS ASLAM DAN MIMISAN DAN SLEEP DEPRIVED BONUS DEPRESI DIKIT ","1851988190925828577","","","in","","0","0","0","https://x.com/undefined/status/1851988190925828577","1536643657217867777",
"1851982996011982859","Thu Oct 31 14:01:35 +0000 2024","0","@billionarae Kasian kalo dia stress nanti depresi murung trus suicid*l thoughts","1851987888139059614","","billionarae","in","","0","1","0","https://x.com/undefined/status/1851987888139059614","1787057880518270976",
"1851982205461107196","Thu Oct 31 14:00:29 +0000 2024","0","@anonymous_yasha Jangan ka bisa mati kalo gatel gatel kan bikin depresi soalnya nggak bisa ngegaruk itu siksaan paling brutal soalnya","1851987610044190831","","anonymous_yasha","in","","0","0","0","https://x.com/undefined/status/1851987610044190831","1649118358745526272",
"1851481385099272563","Thu Oct 31 13:57:06 +0000 2024","0","@yeahalfi @Shotaroromilk Gak cuy ada yg mati kelaparan depresi dll. Hidup org2 gak cmn di timeline mu aja","1851986761427374378","","yeahalfi","in","","0","0","0","https://x.com/undefined/status/1851986761427374378","759464896228622336",
"1851986674596938024","Thu Oct 31 13:56:46 +0000 2024","0","Guys kl gw depresi tlg ingetin gw masih ada Hyunwook disini gw srius","1851986674596938024","","","in","","0","0","0","https://x.com/undefined/status/1851986674596938024","1720647158188400640",
"1851974081257918731","Thu Oct 31 13:55:42 +0000 2024","0","@sxnooper depresi ):","1851986408430321812","","deadtiired","in","","0","0","0","https://x.com/undefined/status/1851986408430321812","1838953632311775233",
"1851952009202798660","Thu Oct 31 13:46:18 +0000 2024","0","@cel1boy Sopir Depresi kah??? Syukur lah kalo mati. Lgsg di kirim ke hell","1851984042411069518","","cel1boy","in","","0","0","0","https://x.com/undefined/status/1851984042411069518","1307681665137819659",
"1851844317880684991","Thu Oct 31 13:43:28 +0000 2024","0","@txtdommm Masa kurir bisa depresi","1851983327336763756","","txtdommm","in","","0","0","0","https://x.com/undefined/status/1851983327336763756","1321416128648728577",
"1851940143848108242","Thu Oct 31 13:43:13 +0000 2024","0","@goldenroses211 @mylifeisjnk Lah Jennie ada emak bapak nya emg Rojak ngentod + cipok zionis dulu kalo gk gt ntar flop makin depresi kurus kering kyk tengkorak kurang gizi wkwk punya emak bapak zionis tapi kurus kering kyk kurang gizi https://t.co/ga8npBw4po","1851983268138356882","https://pbs.twimg.com/media/GbOQ94SakAAv1q2.jpg","goldenroses211","in","","0","0","0","https://x.com/undefined/status/1851983268138356882","1448501176463364097",
"1851940143848108242","Thu Oct 31 13:40:43 +0000 2024","0","@goldenroses211 @mylifeisjnk Emak lu terafiliasi ngentod punya ank ngetik ngatain org ngentod liat fav lu jilat zionis dulu kalo gk jilat flop ngemis depresi sampe kurus kering","1851982637096669201","","goldenroses211","in","","0","0","0","https://x.com/undefined/status/1851982637096669201","1448501176463364097",
"1851981852560748791","Thu Oct 31 13:37:36 +0000 2024","4","teman aku minta doa baiknya yaa untuk teman ku supaya dia segera dapat kerjaan. agak takut dan khawatir soalnya dia udah ditahap depresi dan 2 hari lalu melakukan percobaan bund*r","1851981852560748791","","","in","","0","2","2","https://x.com/undefined/status/1851981852560748791","1162175582009823232",
